Id,SalePrice
798,108740.92006197223
481,181403.19333156405
193,221015.76250263068
555,116766.39856972452
899,75221.35760246032
2357,174945.5989593659
328,114090.26218814963
1356,107550.58010763256
1154,95510.77373522375
1730,180348.48148114822
2249,143777.40246869499
1119,275778.39942853985
2856,140151.08052243938
1394,157451.3539512855
2587,129578.23649154566
61,320806.7812914294
2661,192939.25801310514
2711,125189.69915214312
1147,176038.348643406
757,126055.40782182675
2623,97729.3634312822
2378,138288.1048720439
1413,139349.3212665124
1722,223701.94032793256
1112,225244.41510793794
1623,177159.71847231148
1201,183083.23699947042
1513,119113.76545519389
957,435641.5411215904
1171,241400.9127458542
1145,193441.26600091637
2726,255404.8737044555
703,133010.4869112598
760,85538.98338196619
1964,131681.8686522526
2512,157861.84899705602
159,125977.63523536541
1281,155255.8994295363
468,180422.89787621913
290,108974.07899183175
665,87696.19875678753
1463,276831.35406715336
1792,232515.87484619278
923,157671.92130728383
500,274235.7179692559
1408,172987.57230816843
331,81670.13975675168
170,121755.18082798611
2192,107984.0441260235
2571,305806.1231751585
2314,169024.44189643118
2647,78036.58163951819
422,456808.94214735244
2457,350381.3686453743
1838,202167.57135506658
2805,268508.64707654575
1645,132357.43798882308
1711,313510.4133205044
2825,246003.4624735781
322,366865.6041928289
2103,263324.4333684857
342,126319.29811201236
600,127527.15425835186
488,180296.2092800715
1725,352913.5112836828
2246,244741.8030218219
2847,164345.9574899522
806,243264.32782570855
530,248141.94323444454
963,186764.54347000777
2678,97367.73225383466
171,86998.64108857255
2401,453137.3506596231
805,215615.70093250633
2259,262353.0672586878
1748,189724.83366348234
1361,122695.66497704895
1677,108020.65639286237
1406,144802.27115266808
2322,257128.92516441
688,144908.0341398588
143,140279.36314783408
804,203858.54674865285
1214,147186.3366425843
2828,139261.58581460675
1999,173831.0786274808
2467,214085.3844072977
2665,156299.12335470805
1538,338486.6030370209
398,121089.14117934484
2822,131081.351146045
2157,134913.45873432083
1856,190661.77127510335
1269,119238.88881851813
2570,126221.00579002564
2320,241850.50198462338
1517,129226.07765923472
2304,151969.66039376543
1312,102195.58946524237
2012,132259.97847530758
506,258403.49778418295
2865,222126.23100886215
2367,100873.73510010797
554,74687.12380724869
238,133034.58624921998
1954,105991.87782183668
2488,168899.6562184321
2291,57312.74343077108
1969,92857.6325171612
2725,176495.31220921324
1482,147779.93923465023
2763,197809.9840104444
503,248940.92690175673
1584,238387.34949038678
1531,132886.3814489497
2210,193917.0960667362
459,356748.97761826793
556,128530.67835720586
1347,124681.26422906335
1290,63619.566862422376
1388,95873.38818112815
1571,358588.1054245451
2754,218928.54918165837
765,118479.69623547513
2494,136265.50220826175
2870,212079.52466833472
7,228211.34746789484
1114,235536.40758097713
2418,292810.6637645348
291,131692.88543745017
18,241963.6402408735
39,385000.7938961743
1001,271170.4489682732
2442,238909.06877386005
616,105457.29550749794
2680,58580.235051113996
1414,121232.81044746435
289,142489.19850107786
40,273038.36319575546
860,132376.75510498867
409,135991.49252636114
673,162944.54551115265
2427,174174.2234612336
2036,159242.45908525615
2564,149945.47121895337
642,147394.96498527535
1008,159371.67194612592
1908,143468.76723768297
2519,204259.36303503375
1369,105608.48251386291
2855,195092.11472660667
712,108096.64089499494
1943,123229.32084882628
1958,135978.45984072977
107,146637.7485399171
2295,230900.6545731472
704,90323.44525065411
676,128579.84872220605
259,172541.31797844742
93,283907.88686182874
106,253543.94176065625
2315,185477.8277971846
1050,110220.61156297347
1095,191295.91815432126
2709,148366.86365414335
758,146126.60546946517
1496,151695.01773946924
2370,120706.65531102265
2458,272810.3365365594
2733,141683.85425766883
161,326400.9721659545
726,151517.17587293682
845,201016.0057353836
947,260315.8390143174
2232,106893.25589064683
2563,165581.7027568948
2299,141354.87694387644
211,92487.10416194153
605,145255.94044803863
1478,195118.60859901583
2247,232849.77135561494
2274,216466.86285294872
2869,199866.8658139164
967,231741.34061387344
2656,117773.13117276023
667,189887.38947863548
1042,116855.57422845968
2023,165236.37645054024
2447,383678.068743263
2055,109045.73847724656
2275,280526.1679050111
2204,192613.9697375794
1563,236559.59113138902
483,208369.6734771431
796,112358.56224851073
1526,179113.64863143986
2042,119609.2515201457
442,359643.2796167516
1693,343074.32999090105
1468,218770.1432930674
1430,216529.2221617966
2605,136073.41440444445
1529,172621.46215969077
335,153636.94565007952
1287,127296.17590760475
31,94564.85067931132
1785,302988.11418127146
82,161906.87175799336
2620,140652.14737971924
252,183048.1123910914
721,55351.067955085935
2165,195504.83981034099
2316,163450.61896849104
775,125649.94719362429
1558,114469.98997544518
17,255433.14929444552
1022,221490.37330595893
925,146549.9110902113
438,287747.8259750459
1270,131255.2841969422
1272,118274.47230254606
215,127800.79352325379
266,239336.7438572818
2402,280258.18350668513
1250,126537.39690986671
1984,112435.11941652265
1279,148070.67157090496
377,269951.5100131925
1252,147409.50769708978
2156,256154.00715357193
499,317177.80680137826
1374,132858.1140498793
2898,256684.55148302997
401,125946.09408122467
2721,167048.1533537457
2078,269903.9905194511
2589,135303.18005454808
1946,225275.19662146087
1334,118445.84528043878
2781,238358.64077578275
431,419832.881263931
576,193951.23316367893
1474,200021.61046816676
2254,147494.60654197633
2155,266926.34442684136
885,124526.99094782151
643,135741.8689618145
1944,133025.58755496933
480,196167.91744042072
2845,114297.43591504931
2387,340933.90187452605
2407,226740.89845099353
2527,157876.72486630792
2514,146002.6687681667
629,151414.9828150258
80,224873.30261842097
1876,136344.28704755564
1546,119963.89859897122
2518,188827.28256032508
2347,144094.44711967505
783,210725.27867252464
1322,69368.21423922802
194,80016.12404674922
1770,278934.7412517514
2143,128701.86791377756
1229,187629.23373466733
511,263495.24500522006
46,226782.58994906355
1348,160065.73342058976
2465,212358.17575033428
387,244137.6756151211
873,203474.09276327002
1918,116722.37070025216
2764,238823.12058897043
2184,132322.61275816467
934,133718.78712056993
1920,127708.61685829575
2631,138767.71800642577
1768,751401.2309876627
2040,106354.15725219932
1749,214351.47432227668
834,231337.26837913174
1457,242656.65290934267
79,99628.05624758612
2302,125324.24765434681
1817,136838.1860395234
2755,241084.9412006762
359,160310.24645711403
2059,108135.45193930587
2092,233870.25016526913
2516,245609.69543225874
150,133288.46586230348
1656,125602.02949893169
83,102634.624848968
2411,195385.2799740005
795,75180.3459905404
2312,229657.20308340288
2917,86334.1403848897
1624,174381.34724636222
2215,393749.0916572561
1211,157457.77087513008
1485,147047.05192967283
1024,157590.09884315726
570,190715.36839740496
2874,142349.08380021923
700,120584.98575678446
2756,232478.91935208728
2022,178171.85898039033
583,226888.582868107
2392,404105.4187142666
2424,192419.621638649
212,89469.29124939568
736,121869.67515842084
1610,157259.76682268642
890,131472.89871503387
467,176273.01097609013
578,290846.59377626586
1747,170806.18672960674
1149,152493.7066141257
2758,233970.6383188271
857,144323.43487617897
2219,330232.8366809054
733,92562.403646414
2909,123115.09548750095
1798,272167.4277014478
235,129963.55868454301
2366,127539.13207919136
1027,117947.42228410361
1195,151529.17460614227
1303,79484.2997640052
148,180847.80789079817
608,149842.8300487632
2515,217589.3658201524
821,250434.87188864965
2500,288530.74799572653
745,112127.36245668125
741,140788.97543519654
1611,121436.56165950483
2532,125722.58030734086
1081,201735.88242482723
1692,450072.1030107751
2520,170673.01223765942
276,124385.89722047173
1992,123663.62449763253
663,49705.112285229436
418,122839.27641400954
1733,193649.26048732182
2359,149383.7584605769
253,190547.43928618354
1518,180869.03577572067
2035,147249.06252046637
2919,69439.797494525
1540,230752.24889640653
2120,156531.03906071855
1674,166968.9958861242
256,145978.9810748982
2361,136791.46285430633
978,79632.35560575705
2280,126796.04788936792
2095,225810.72071780963
1709,330421.0683639095
2801,250945.05029119423
1246,118080.2672459768
2373,106963.65564675638
1055,285822.0853455175
2017,118943.31147285659
1099,287915.5216021254
1344,98720.27325813226
835,212019.96603968777
1117,223069.4942678055
2043,77861.47626296869
2085,116704.52867237545
410,138974.26601204395
2650,110876.00527174653
2867,208126.69864214602
1668,113273.37965824458
1161,164237.55534454228
2122,173926.24264309253
2539,144650.5735534741
1047,132923.5710845723
1445,135115.41609515686
541,138442.02838385152
569,227123.31472983092
1276,117993.92930300938
918,154215.6310770944
326,182082.49530685294
1936,128081.95865315654
895,97562.63865795144
257,148264.7286387898
1241,190793.3033088238
1545,99372.96624669609
1189,165029.57264733527
270,139442.9611337416
2066,192187.34615632793
693,134699.62738875463
1259,137885.46697201414
2916,166032.4558333011
2321,268580.29168628284
1977,84487.7992841895
1895,150694.58557805297
1240,157113.63365898715
85,151318.9578297399
1823,123677.74308141717
825,271825.03568987566
110,229570.7724714142
697,129078.73112385607
2297,112252.41915817326
1231,133694.76471552995
1355,118565.75151143258
968,354551.6669361298
584,239595.81483132875
1315,107092.94112073028
1606,156602.37211245933
206,114921.84675398415
1685,364502.37965454964
2016,141588.76579880292
869,215700.39167598673
2135,124686.84569719715
2346,171991.9559994619
2430,216587.37488806417
2198,104665.153083297
2652,106261.26374418064
27,121426.74268597731
241,158460.13513117592
906,126442.27866723368
1506,123662.6317576865
2098,345459.34972218797
1435,203145.72513209694
2213,170926.02081195312
1274,146957.9149886042
743,51664.66641665301
1737,195828.80695187248
2797,278209.4250150674
2185,84496.88036881671
58,187008.2356803652
830,191912.04005725798
808,112110.58347840789
680,136519.84477681882
1153,104281.21275513279
1291,136109.6884182918
1818,155300.65028592705
2161,191409.79504794994
1883,118492.39769023428
350,354507.3463972041
2473,159599.21299581765
295,204849.85890822357
293,235357.67533310264
859,137773.91626164416
288,75624.84892561799
1578,173777.07979804894
102,160778.60683859308
2831,145198.94220383538
1030,166102.79468994535
2551,140346.78479408033
1286,152145.19210811355
958,288745.1242816128
776,125834.23950726738
72,213102.19830011038
2263,263377.02367635985
1866,141881.33738090078
2876,70126.51377010303
2146,269707.123763508
103,159281.892615387
1500,127288.50745736812
492,192506.8355976006
167,137716.7119250378
2597,115910.4916011247
2685,123002.0857377725
1035,147741.92738608678
1220,89410.77546723052
2602,145878.0091685254
2159,213768.45428050635
695,138163.8920151699
1109,259470.5507736487
640,166149.24384948538
1652,131564.63289638286
2090,177314.56403443927
1188,177213.25403247238
2345,248487.60515755333
1059,400340.4684685868
2751,237953.3576313344
128,222553.3830220609
1523,182399.50108791114
2925,182118.44482172167
2145,274898.1459878908
1121,237116.79928787175
566,295159.87945413514
565,243752.43218335192
1331,131660.67254775064
2928,127848.71697139824
156,145446.830595657
797,145136.87450885662
327,83027.73954086856
2859,179443.8001068056
1453,130956.65474451976
1762,324262.95956518804
1868,208615.1593154644
1760,177691.00940568183
1113,258073.64257187952
1812,181473.62944442968
117,123325.39511679807
1142,198682.09144451236
2342,418174.8030458459
927,155793.0974511185
2478,184006.043183184
655,87810.8837106946
2064,119115.85460584381
369,265854.5486470176
2239,100846.09654345945
2732,190759.6741614816
1653,149770.21080052605
959,222960.46672550798
2395,329080.42482336215
1412,122801.90062159125
271,240238.40817488387
1484,147791.6229971227
1497,150625.62422092663
552,183408.53032120236
2,139662.6953675058
1855,292628.9278297463
4,246826.85910622784
2292,151723.44974387644
134,154488.72055820544
646,132708.46955500665
42,302606.06573293643
532,223672.4636031464
713,74533.56526999106
2561,123460.9313533917
2360,132528.3772158344
1333,116963.1801186461
1407,274568.3182301441
2892,301383.50378437084
574,205190.88219485528
1227,179414.95882679336
2591,240791.4756679123
1476,202737.2568064523
1125,266923.66737503407
1446,146469.8031373158
408,121867.65437626178
1101,287174.71946980746
2251,186980.7661470668
373,175914.34233309535
2554,141786.64319291367
2382,283727.34372357384
1985,80270.72167029575
519,228103.03972620622
1093,182163.33236386965
864,269958.1698713454
2889,147962.95023934968
2308,184421.19531031404
986,164303.83090236183
1302,138401.86999044547
585,154555.93388509334
2708,144954.2700764451
147,128351.31553284104
1441,220369.8238953848
383,170350.00974174278
285,156859.49813791807
181,107131.10537456558
358,225523.15411909873
780,186007.10861387843
258,195240.64587603015
1865,205877.46930484328
692,107886.07135401304
2902,328684.50175708905
508,262352.5864958459
2638,123964.10038143046
36,137023.1565930342
611,173139.10243557912
2281,150194.4561641645
1678,100874.88898412163
1696,461036.593513366
1557,100011.09615613306
2180,134498.30850922564
1726,230270.35389347683
951,147740.6068736956
267,237818.6870879262
2706,149770.7500003811
2221,250775.8600811414
1357,161648.54231794056
2901,310118.83339804533
347,198626.2083920586
2164,183259.20059613578
1586,300727.8485098403
360,159728.2271033926
1769,242114.44349905802
2617,162804.70514835254
1879,122128.21994559177
991,235309.4269206623
1535,124573.78566373374
1191,141936.39480317404
1579,222098.9666187445
1882,145620.06457328593
1510,134233.73163935015
2196,174371.49788755018
1845,167603.1321438877
2336,429501.1322110761
942,80587.94054675818
861,136278.4277982964
2555,114650.05205958553
1392,166208.98123609065
2099,262777.61762931145
1543,119631.16516448758
948,266747.21397012944
1239,174686.21480135556
22,173274.90833744465
2796,227350.02178771835
2747,169894.8699004485
92,296588.5977899948
210,189164.2315561161
1858,214774.46210032553
2228,140648.51325869863
447,248134.95043286547
827,231421.57117272355
1649,185053.6997479328
682,126199.63170425178
2698,78728.65438075541
494,196277.90183132162
214,69425.14826208049
2441,252364.51298850213
2679,109338.40800416538
1336,126801.35857827497
465,181373.21928429374
1524,143404.30433007423
2543,116968.90105265318
631,143620.49101686175
2452,311208.17974972154
228,151189.7670933764
126,169670.5861699244
1092,242042.19440938561
1122,220591.67052088378
932,237417.69112433092
1980,90854.3404949366
2171,100423.67628346132
551,154779.59639038303
2768,170082.2547187819
2056,109847.14679718787
1159,375256.5080970797
2645,127074.36493403096
1174,162300.9173415826
2266,223100.36626561114
2462,384251.19838280533
1219,144464.88829030393
2922,169514.11084933882
118,144069.0959935031
474,167771.02619103075
2576,153677.4034810887
872,262893.7416333808
1077,224084.58528499238
1536,163156.7722235818
1150,138341.5617748829
2341,322775.6341169736
1931,144130.94753077792
2785,142065.3799050299
2538,125539.59154429278
597,180709.70243013266
464,193157.85578483413
233,243193.14860239113
2169,129704.28079970655
2123,162449.5589749239
1867,158500.08993262504
137,253749.27300810738
515,237556.88990878427
933,115230.4952620799
2784,172086.08788272765
972,141740.33879026986
599,149922.13233500603
2614,126171.4622817181
2582,149352.55075180277
1409,170740.65079843442
175,90367.80351864011
352,233477.5212365125
976,100837.55602784532
2134,198259.73492126056
984,103947.74480740409
2396,347224.0491805684
1673,115800.60679345406
404,117813.09539818531
607,169538.5185716546
814,127084.70542445038
868,199282.71261022222
2271,206021.85660040553
1633,244001.30607661206
337,146117.61224367507
2765,182106.01650762916
1746,220725.81618852363
368,352486.1608097486
2806,198183.59961362413
1662,169501.16463642026
1234,214616.488647101
1373,134034.2186277466
1672,122264.21041520339
1939,124532.32720696097
